player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Cho Wi-je,Korea Republic,Korea Republic,DF,24-297,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eom Ji-sung,Korea Republic,Korea Republic,MF,24-040,2002,Swansea City,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,22.0,24.4,,0,1,22.0,0,3.0,1.0,0.0,1.0,4.09,4.09,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Hwang Hee-chan,Korea Republic,Korea Republic,"FW,MF",30-143,1996,Wolves,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,29.0,32.2,,0,1,29.0,0,3.0,2.0,0.0,2.0,6.21,7.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hwang In-beom,Korea Republic,Korea Republic,MF,29-271,1996,Feyenoord,1,1,83.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.08,1.08,2.17,1.08,2.17,3.0,2.0,66.7,3.25,2.17,0.33,0.5,83.0,92.2,83.0,0,0,,0,3.0,2.0,1.0,1.0,1.08,1.08,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jens Castrop,Korea Republic,Korea Republic,MF,22-324,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo Hyeon-woo,Korea Republic,Korea Republic,GK,34-266,1991,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Jin-gyu,Korea Republic,Korea Republic,MF,29-114,1997,Jeonbuk,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.86,0.0,0.0,,7.0,7.8,,0,1,7.0,0,3.0,0.0,0.0,0.0,0.0,-1.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Min-jae,Korea Republic,Korea Republic,DF,29-215,1996,Bayern Munich,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,0.0,2.0,1.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Moon-hwan,Korea Republic,Korea Republic,"DF,MF",30-321,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Seung-gyu,Korea Republic,Korea Republic,GK,35-261,1990,FC Tokyo,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,1.0,1.0,4.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kim Tae-hyeon,Korea Republic,Korea Republic,DF,25-274,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Dong-gyeong,Korea Republic,Korea Republic,"FW,MF",28-271,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Gi-hyuk,Korea Republic,Korea Republic,DF,25-346,2000,Gangwon FC,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Han-beom,Korea Republic,Korea Republic,DF,24-001,2002,Midtjylland,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,0.0,3.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Jae-sung,Korea Republic,Korea Republic,FW,33-312,1992,Mainz 05,1,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.95,1.48,0.0,0.0,61.0,67.8,61.0,0,0,,0,3.0,0.0,1.0,-1.0,-1.48,-7.68,0.0,1.0,2.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Kang-in,Korea Republic,Korea Republic,FW,25-119,2001,PSG,1,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,0.0,0.0,4.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Tae-seok,Korea Republic,Korea Republic,MF,23-325,2002,Austria Wien,1,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,68.0,75.6,68.0,0,0,,0,3.0,1.0,1.0,0.0,0.0,-4.09,0.0,1.0,1.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Oh Hyeon-gyu,Korea Republic,Korea Republic,FW,25-067,2001,Beşiktaş,1,0,22.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.09,0.0,4.09,4.09,4.09,1.0,1.0,100.0,4.09,4.09,1.0,1.0,22.0,24.4,,0,1,22.0,0,3.0,1.0,0.0,1.0,4.09,4.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Paik Seung-ho,Korea Republic,Korea Republic,MF,29-093,1997,Birmingham City,1,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,83.0,92.2,83.0,0,0,,0,3.0,2.0,1.0,1.0,1.08,1.08,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Park Jinseob,Korea Republic,Korea Republic,"DF,MF",30-238,1995,Zhejiang,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,7.8,,0,1,7.0,0,3.0,0.0,0.0,0.0,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Seol Young-woo,Korea Republic,Korea Republic,MF,27-195,1998,Red Star,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Son Heung-min,Korea Republic,Korea Republic,FW,33-345,1992,LAFC,1,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,7.94,1.32,0.0,0.0,68.0,75.6,68.0,0,0,,0,3.0,1.0,1.0,0.0,0.0,-4.09,0.0,0.0,2.0,1.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Song Bum-keun,Korea Republic,Korea Republic,GK,28-246,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang Hyun-jun,Korea Republic,Korea Republic,"FW,MF",24-024,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Vega,Mexico,Mexico,"FW,MF",28-205,1997,Toluca,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,12.0,13.3,,0,1,12.0,0,3.0,0.0,0.0,0.0,0.0,-2.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Armando González,Mexico,Mexico,FW,23-059,2003,Guadalajara,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,16.7,,0,1,15.0,0,3.0,0.0,0.0,0.0,0.0,-2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Brian Gutiérrez,Mexico,Mexico,MF,23-001,2003,Guadalajara,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.54,0.0,0.0,,65.0,72.2,65.0,0,0,,0,3.0,1.0,0.0,1.0,1.38,-2.22,0.0,2.0,1.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Carlos Acevedo,Mexico,Mexico,GK,30-060,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César Huerta,Mexico,Mexico,"FW,MF",25-197,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César Montes,Mexico,Mexico,DF,29-114,1997,Loko Moscow,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,89.0,98.9,89.0,0,0,,0,3.0,2.0,0.0,2.0,2.02,2.02,0.0,2.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Edson Álvarez,Mexico,Mexico,"DF,MF",28-237,1997,West Ham,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,16.7,,0,1,15.0,0,3.0,0.0,0.0,0.0,0.0,-2.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Erik Lira,Mexico,Mexico,MF,26-041,2000,Cruz Azul,1,1,75.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,0.0,0.0,,0.0,0.0,,,75.0,83.3,75.0,0,0,,0,3.0,2.0,0.0,2.0,2.4,2.4,0.0,0.0,2.0,0.0,0.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Gilberto Mora,Mexico,Mexico,MF,17-247,2008,Tijuana,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,25.0,27.8,,0,1,25.0,0,3.0,1.0,0.0,1.0,3.6,2.22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Guillermo Martínez Ayala,Mexico,Mexico,FW,31-095,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Ochoa,Mexico,Mexico,GK,40-340,1985,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel Reyes,Mexico,Mexico,DF,26-026,2000,América,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jesús Gallardo,Mexico,Mexico,DF,31-307,1994,Toluca,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Johan Vásquez,Mexico,Mexico,DF,27-239,1998,Genoa,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jorge Sánchez,Mexico,Mexico,"DF,MF",28-190,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julián Quiñones,Mexico,Mexico,MF,29-086,1997,Al-Qadsiah,1,1,78.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.15,0.0,1.15,1.15,1.15,5.0,2.0,40.0,5.77,2.31,0.2,0.5,78.0,86.7,78.0,0,0,,0,3.0,2.0,0.0,2.0,2.31,2.31,0.0,1.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Luis Chávez,Mexico,Mexico,MF,30-154,1996,Dynamo Moskva,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,25.0,27.8,,0,1,25.0,0,3.0,1.0,0.0,1.0,3.6,2.22,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Luis Romo,Mexico,Mexico,"DF,MF",31-013,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateo Chávez,Mexico,Mexico,DF,22-037,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obed Vargas,Mexico,Mexico,MF,20-317,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbelín Pineda,Mexico,Mexico,"FW,MF",30-086,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Jiménez,Mexico,Mexico,FW,35-044,1991,Fulham,1,1,75.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,1.2,4.0,2.0,50.0,4.8,2.4,0.25,0.5,75.0,83.3,75.0,0,0,,0,3.0,2.0,0.0,2.0,2.4,2.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Raúl Rangel,Mexico,Mexico,GK,26-113,2000,Guadalajara,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
Roberto Alvarado,Mexico,Mexico,MF,27-284,1998,Guadalajara,1,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,4.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Santiago Giménez,Mexico,Mexico,FW,25-061,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Fidalgo,Mexico,Mexico,MF,29-070,1997,Real Betis,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,65.0,72.2,65.0,0,0,,0,3.0,1.0,0.0,1.0,1.38,-2.22,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Achraf Hakimi,Morocco,Morocco,DF,27-226,1998,PSG,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,5.0,0.0,4.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Ahmed Reda Tagnaouti,Morocco,Morocco,GK,30-074,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amine Sbai,Morocco,Morocco,"FW,MF",25-225,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anass Salah-Eddine,Morocco,Morocco,DF,24-151,2002,PSV,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,12.2,,0,1,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ayoub El Kaabi,Morocco,Morocco,"FW,MF",32-357,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayoube Amaimouni,Morocco,Morocco,MF,21-200,2004,Frankfurt,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,8.18,8.18,0.0,0.0,11.0,12.2,,0,1,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ayyoub Bouaddi,Morocco,Morocco,MF,18-259,2007,Lille,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Azzedine Ounahi,Morocco,Morocco,MF,26-060,2000,Girona,1,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,64.0,71.1,64.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Bilal El Khannouss,Morocco,Morocco,MF,22-039,2004,Stuttgart,1,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.14,0.0,0.0,,79.0,87.8,79.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Brahim Díaz,Morocco,Morocco,MF,26-319,1999,Real Madrid,1,1,64.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.41,0.0,1.41,3.0,1.0,33.3,4.22,1.41,0.0,0.0,64.0,71.1,64.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Chadi Riad,Morocco,Morocco,DF,23-001,2003,Crystal Palace,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Chemsdine Talbi,Morocco,Morocco,MF,21-040,2005,Sunderland,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,26.0,28.9,,0,1,26.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Gessime Yassine,Morocco,Morocco,MF,20-208,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismael Saibari,Morocco,Morocco,FW,25-141,2001,PSV,1,1,88.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,3.0,1.0,33.3,3.07,1.02,0.33,1.0,88.0,97.8,88.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Issa Diop,Morocco,Morocco,DF,29-160,1997,Fulham,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marwane Saâdane,Morocco,Morocco,"DF,MF",34-152,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munir,Morocco,Morocco,GK,37-039,1989,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil El Aynaoui,Morocco,Morocco,MF,24-351,2001,Roma,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,4.0,3.0,0.0,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Noussair Mazraoui,Morocco,Morocco,DF,28-216,1997,Manchester Utd,1,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,79.0,87.8,79.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Redouane Halhal,Morocco,Morocco,DF,23-105,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samir El Mourabet,Morocco,Morocco,MF,20-255,2005,Strasbourg,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,26.0,28.9,,0,1,26.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Sofyan Amrabat,Morocco,Morocco,"DF,MF",29-301,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soufiane Rahimi,Morocco,Morocco,FW,30-016,1996,,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,2.2,,0,1,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Yassine Bounou,Morocco,Morocco,GK,35-074,1991,Al-Hilal,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Youssef Belammari,Morocco,Morocco,DF,27-271,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zakaria El Ouahdi,Morocco,Morocco,"DF,MF",24-169,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
