player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Bart Verbruggen,Netherlands,Netherlands,GK,23-304,2002,Brighton,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,2.0,2.0,3.0,1.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brian Brobbey,Netherlands,Netherlands,FW,24-137,2002,Sunderland,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,6.0,6.7,,0,1,6.0,0,1.0,0.0,1.0,-1.0,-15.0,-16.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Cody Gakpo,Netherlands,Netherlands,FW,27-042,1999,Liverpool,1,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.14,1.07,0.0,0.0,84.0,93.3,84.0,0,0,,0,1.0,2.0,1.0,1.0,1.07,16.07,0.0,0.0,1.0,1.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Crysencio Summerville,Netherlands,Netherlands,FW,24-231,2001,West Ham,1,1,69.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,0.0,1.3,1.3,1.3,1.0,1.0,100.0,1.3,1.3,1.0,1.0,69.0,76.7,69.0,0,0,,0,1.0,2.0,1.0,1.0,1.3,5.59,0.0,1.0,3.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Denzel Dumfries,Netherlands,Netherlands,DF,30-061,1996,Inter,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Donyell Malen,Netherlands,Netherlands,FW,27-160,1999,Roma,1,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.61,2.61,0.0,0.0,69.0,76.7,69.0,0,0,,0,1.0,2.0,1.0,1.0,1.3,5.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Frenkie de Jong,Netherlands,Netherlands,MF,29-037,1997,Barcelona,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Guus Til,Netherlands,Netherlands,"FW,MF",28-178,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Paul van Hecke,Netherlands,Netherlands,DF,26-010,2000,Brighton,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Jorrel Hato,Netherlands,Netherlands,DF,20-103,2006,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Kluivert,Netherlands,Netherlands,"FW,MF",27-044,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutsharel Geertruida,Netherlands,Netherlands,DF,25-335,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Flekken,Netherlands,Netherlands,GK,33-005,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marten de Roon,Netherlands,Netherlands,"DF,MF",35-081,1991,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mats Wieffer,Netherlands,Netherlands,"DF,MF",26-214,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis,Netherlands,Netherlands,"FW,MF",32-125,1994,Corinthians,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,21.0,23.3,,0,1,21.0,0,1.0,0.0,1.0,-1.0,-4.29,-5.59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Micky van de Ven,Netherlands,Netherlands,DF,25-060,2001,Tottenham,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nathan Aké,Netherlands,Netherlands,"DF,MF",31-120,1995,Manchester City,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,11.1,,0,1,10.0,0,1.0,0.0,1.0,-1.0,-9.0,-10.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Noa Lang,Netherlands,Netherlands,"FW,MF",27-001,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinten Timber,Netherlands,Netherlands,MF,25-001,2001,Marseille,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,22.2,,0,1,20.0,0,1.0,0.0,1.0,-1.0,-4.5,-5.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Robin Roefs,Netherlands,Netherlands,GK,23-152,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Gravenberch,Netherlands,Netherlands,MF,24-033,2002,Liverpool,1,1,80.0,0.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.25,0.0,2.25,0.0,0.0,,0.0,0.0,,,80.0,88.9,80.0,0,0,,0,1.0,2.0,1.0,1.0,1.13,10.13,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Teun Koopmeiners,Netherlands,Netherlands,"DF,MF",28-110,1998,Juventus,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.57,0.0,0.0,,21.0,23.3,,0,1,21.0,0,1.0,0.0,1.0,-1.0,-4.29,-5.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tijjani Reijnders,Netherlands,Netherlands,MF,27-324,1998,Manchester City,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,70.0,77.8,70.0,0,0,,0,1.0,2.0,1.0,1.0,1.29,5.79,0.0,0.0,0.0,0.0,7.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Virgil van Dijk,Netherlands,Netherlands,DF,34-345,1991,Liverpool,1,1,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Wout Weghorst,Netherlands,Netherlands,FW,33-315,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Paulsen,New Zealand,New Zealand,GK,23-349,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Rufer,New Zealand,New Zealand,MF,30-006,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Old,New Zealand,New Zealand,MF,23-309,2002,Saint-Étienne,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,23.0,25.6,,0,1,23.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ben Waine,New Zealand,New Zealand,FW,25-007,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callan Elliot,New Zealand,New Zealand,DF,26-346,1999,Auckland FC,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,13.0,14.4,,0,1,13.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Callum McCowatt,New Zealand,New Zealand,MF,27-049,1999,Silkeborg,1,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.69,1.34,0.0,0.0,67.0,74.4,67.0,0,0,,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Chris Wood,New Zealand,New Zealand,FW,34-193,1991,Nottingham,1,1,90.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,50.0,4.0,2.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Elijah Just,New Zealand,New Zealand,MF,26-048,2000,Motherwell,1,1,90.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,1.0,1.0,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,1.0,2.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Finn Surman,New Zealand,New Zealand,DF,22-268,2003,Portland Timbers,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Francis de Vries,New Zealand,New Zealand,DF,31-202,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Randall,New Zealand,New Zealand,MF,23-303,2002,Auckland FC,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.1,,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Joe Bell,New Zealand,New Zealand,MF,27-052,1999,Viking,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kosta Barbarouses,New Zealand,New Zealand,"FW,MF",36-119,1990,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachlan Bayliss,New Zealand,New Zealand,MF,23-329,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberato Cacace,New Zealand,New Zealand,DF,25-264,2000,Wrexham,1,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.34,1.34,0.0,0.0,67.0,74.4,67.0,0,0,,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Marko Stamenic,New Zealand,New Zealand,MF,24-119,2002,Swansea City,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.0,0.0,,89.0,98.9,89.0,0,0,,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Max Crocombe,New Zealand,New Zealand,GK,32-310,1993,Millwall,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,2.0,2.0,4.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Michael Boxall,New Zealand,New Zealand,DF,37-304,1988,Minnesota Utd,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Michael Woud,New Zealand,New Zealand,GK,27-153,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nando Pijnaker,New Zealand,New Zealand,DF,27-113,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Thomas,New Zealand,New Zealand,"FW,MF",31-180,1994,Zwolle,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,23.0,25.6,,0,1,23.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Sarpreet Singh,New Zealand,New Zealand,MF,27-118,1999,Wellington,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,3.03,2.02,0.0,0.0,89.0,98.9,89.0,0,0,,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Tim Payne,New Zealand,New Zealand,DF,32-159,1994,Wellington,1,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,77.0,85.6,77.0,0,0,,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Tommy Smith,New Zealand,New Zealand,DF,36-079,1990,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Bindon,New Zealand,New Zealand,DF,21-142,2005,Sheffield United,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.1,,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexander Sørloth,Norway,Norway,FW,30-195,1995,Atlético Madrid,1,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,0.0,,72.0,80.0,72.0,0,0,,0,3.0,2.0,1.0,1.0,1.25,-8.75,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Andreas Schjelderup,Norway,Norway,"FW,MF",22-017,2004,Benfica,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,18.0,20.0,,0,1,18.0,0,3.0,2.0,0.0,2.0,10.0,8.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Antonio Nusa,Norway,Norway,FW,21-062,2005,RB Leipzig,1,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,72.0,80.0,72.0,0,0,,0,3.0,2.0,1.0,1.0,1.25,-8.75,0.0,0.0,2.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
David Møller Wolfe,Norway,Norway,DF,24-056,2002,Wolves,1,1,72.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,1.25,0.0,0.0,,0.0,0.0,,,72.0,80.0,72.0,0,0,,0,3.0,2.0,1.0,1.0,1.25,-8.75,0.0,3.0,1.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Egil Selvik,Norway,Norway,GK,28-323,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erling Haaland,Norway,Norway,FW,25-332,2000,Manchester City,1,1,90.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,4.0,80.0,5.0,4.0,0.4,0.5,90.0,100.0,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Fredrik André Bjørkan,Norway,Norway,DF,27-301,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredrik Aursnes,Norway,Norway,MF,30-190,1995,Benfica,1,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,72.0,80.0,72.0,0,0,,0,3.0,2.0,1.0,1.0,1.25,-8.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Henrik Falchener,Norway,Norway,DF,23-041,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jens Petter Hauge,Norway,Norway,"DF,FW",26-249,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Ryerson,Norway,Norway,DF,28-213,1997,Dortmund,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,0.0,2.0,0.0,0.0,9.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Jørgen Strand Larsen,Norway,Norway,FW,26-132,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristian Thorstvedt,Norway,Norway,MF,27-097,1999,Sassuolo,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,,18.0,20.0,,0,1,18.0,0,3.0,2.0,0.0,2.0,10.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kristoffer Ajer,Norway,Norway,DF,28-062,1998,Brentford,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Leo Østigård,Norway,Norway,"DF,FW",26-202,1999,Genoa,1,0,18.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,2.0,1.0,50.0,10.0,5.0,0.5,1.0,18.0,20.0,,0,1,18.0,0,3.0,2.0,0.0,2.0,10.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marcus Pedersen,Norway,Norway,"DF,MF",25-337,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Ødegaard,Norway,Norway,MF,27-183,1998,Arsenal,1,1,80.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.13,0.0,1.13,1.0,0.0,0.0,1.13,0.0,0.0,,80.0,88.9,80.0,0,0,,0,3.0,3.0,1.0,2.0,2.25,-6.75,0.0,1.0,1.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Morten Thorsby,Norway,Norway,MF,30-044,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Bobb,Norway,Norway,"FW,MF",22-341,2003,Fulham,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,18.0,20.0,,0,1,18.0,0,3.0,2.0,0.0,2.0,10.0,8.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrick Berg,Norway,Norway,"DF,MF",28-206,1997,Bodø/Glimt,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,11.1,,0,1,10.0,0,3.0,1.0,0.0,1.0,9.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Sander Berge,Norway,Norway,MF,28-124,1998,Fulham,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Sander Tangvik,Norway,Norway,GK,23-201,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sondre Langås,Norway,Norway,DF,25-136,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thelo Aasgaard,Norway,Norway,MF,24-047,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torbjørn Heggem,Norway,Norway,DF,27-157,1999,Bologna,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ørjan Nyland,Norway,Norway,GK,35-281,1990,Sevilla,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
